S,Name,Age,Gender,State,City,Address,Aadhar,DOB,status
1604,Anjli Patil,39,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",9288-2664-7396,3/17/1987,5.3474E+11
1605,Poojaa Sharmma,45,Male,Maharashtra,Nagpur,"House 287, Shivaji Nagar, Nashik, Maharashtra - 400001",8538-1470-1954,9/8/1981,5.11051E+11
1606,Karan Sharma,36,Female,Maharashtra,Nagpur,"House 242, Laxmi Colony, Nashik, Maharashtra - 400001",8910-5171-8351,2/15/1990,63427533966
1607,Rohul Joshi,55,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8395-8899-4972,4/21/1971,6.86091E+11
1608,Raahul Kulkarnee,55,Female,Maharashtra,Nagpur,"House 497, Station Road, Mumbai, Maharashtra - 411001",3703-1596-5750,11/19/1971,3.76665E+11
1609,Rahul Sarma,45,Female,Maharashtra,Ratnagiri,"House 389, Gandhi Chowk, Nashik, Maharashtra - 422001",3898-5831-3711,4/15/1981,8.34636E+11
1610,Amit Moray,62,Female,Maharashtra,Ratnagiri,"House 181, Tilak Nagar, Nashik, Maharashtra - 422001",7744-4157-3390,11/23/1964,59942973395
1611,Pooja Sarma,64,Female,Maharashtra,Pune,"House 479, Shivaji Nagar, Pune, Maharashtra - 411001",7882-6298-1180,11/24/1962,3.35549E+11
1612,Pooja Josi,43,Female,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3808-6234-7536,9/9/1983,2.5728E+11
1613,Raahul Yadav,29,Female,Maharashtra,Ratnagiri,"House 362, MG Road, Nagpur, Maharashtra - 400001",6555-2265-6469,9/10/1997,5.06087E+11
1614,Puja Yadav,49,Female,Maharashtra,Nagpur,"House 264, Tilak Nagar, Nashik, Maharashtra - 422001",7124-9228-1492,5/27/1977,8.38254E+11
1615,Puja Yadav,39,Male,Maharashtra,Nagpur,"House 468, Station Road, Nagpur, Maharashtra - 440001",9147-8714-4297,11/14/1987,8.38254E+11
1616,Raahul Sharmma,75,Male,Maharashtra,Nagpur,"House 493, Tilak Nagar, Nashik, Maharashtra - 411001",1930-9123-7022,2/20/1951,6.03979E+11
1617,Sneha Pateel,33,Male,Maharashtra,Ratnagiri,"House 260, Station Road, Mumbai, Maharashtra - 411001",1597-8530-3788,9/4/1993,2.31693E+11
1618,ANJLI PATILL,80,Male,Maharashtra,Nagpur,"House 62, MG Road, Mumbai, Maharashtra - 422001",4986-2411-1834,2/13/1946,44124919412
1619,Sneha Joshi,31,Female,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",1422-3109-5364,12/28/1995,7.99555E+11
1620,Pooja More,63,Female,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",9651-5789-8753,9/15/1963,1.15436E+11
1621,Poojaa Yadab,44,Female,Maharashtra,Ratnagiri,"House 128, Laxmi Colony, Pune, Maharashtra - 440001",4656-4187-8569,3/1/1982,6.05645E+11
1622,Amith Joshi,27,Female,Maharashtra,Mumbai,"House 286, Station Road, Pune, Maharashtra - 440001",9711-4092-4422,3/8/1999,1.46626E+11
1623,AMIT JOSI,32,Female,Maharashtra,Nagpur,"House 423, Shivaji Nagar, Mumbai, Maharashtra - 411001",9340-2332-1609,9/1/1994,9.13522E+11
1624,Snehaa Joshy,67,Female,Maharashtra,Mumbai,"House 381, Station Road, Nashik, Maharashtra - 440001",8512-3155-8236,12/4/1959,8.68083E+11
1625,Poojaa Kulkarni,71,Male,Maharashtra,Mumbai,"House 37, Shivaji Nagar, Nagpur, Maharashtra - 400001",7375-2958-9648,6/16/1955,6.7221E+11
1626,Rohul Yadav,24,Female,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",4264-6553-4993,10/24/2002,2.63038E+11
1627,Snehaa Joshi,28,Female,Maharashtra,Nagpur,"House 371, MG Road, Mumbai, Maharashtra - 400001",1573-8256-2825,7/26/1998,2.91124E+11
1628,Amith Josi,34,Female,Maharashtra,Nagpur,"House 443, Tilak Nagar, Nashik, Maharashtra - 411001",8126-1270-2612,8/21/1992,5.45201E+11
1629,Amit Yadab,31,Female,Maharashtra,Ratnagiri,"House 102, Tilak Nagar, Pune, Maharashtra - 440001",9219-9470-8808,6/28/1995,4.5915E+11
1630,Anjaly More,30,Female,Maharashtra,Pune,"House 34, Station Road, Mumbai, Maharashtra - 400001",8931-2682-2709,1/18/1996,5.33277E+11
1631,Anjli Joshi,19,Male,Maharashtra,Pune,"House 311, Tilak Nagar, Nagpur, Maharashtra - 411001",6872-8330-6707,5/19/2007,9.32364E+11
1632,Raahul Moore,23,Female,Maharashtra,Pune,"House 341, Station Road, Nashik, Maharashtra - 422001",9336-2065-8180,2/26/2003,5.5328E+11
1633,xyz,-5,Male,Maharashtra,Pune,"House 28, Station Road, Nashik, Maharashtra - 411001",3356-1579-5497,12/24/1986,78038259006
1634,Snea Moray,69,Male,Maharashtra,Nagpur,"House 389, MG Road, Nagpur, Maharashtra - 422001",6617-4474-7221,8/13/1957,8.63797E+11
1635,Rahul Josi,33,Male,Maharashtra,Ratnagiri,"House 253, Gandhi Chowk, Mumbai, Maharashtra - 400001",8506-3577-6176,1/20/1993,3.24716E+11
1636,Snehaa Yadab,71,Male,Maharashtra,Ratnagiri,"House 496, Gandhi Chowk, Mumbai, Maharashtra - 411001",8668-8815-3315,8/16/1955,4.47008E+11
1637,Rahul Moray,47,Female,Maharashtra,Ratnagiri,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",9777-3419-5059,8/23/1979,8.57115E+11
1638,Rohul Sharmma,51,Female,Maharashtra,Pune,"House 310, Shivaji Nagar, Pune, Maharashtra - 411001",8032-1600-3387,3/26/1975,8.10366E+11
1639,Anjaly Yadav,38,Female,Maharashtra,Nagpur,"House 427, Laxmi Colony, Nagpur, Maharashtra - 400001",5364-4575-9781,9/4/1988,7.79036E+11
1640,Amit Sarma,66,Male,Maharashtra,Pune,"House 81, MG Road, Nagpur, Maharashtra - 411001",5894-9478-5398,10/7/1960,5.21862E+11
1641,Amith Yadav,52,Male,Maharashtra,Pune,"House 220, Shivaji Nagar, Mumbai, Maharashtra - 440001",4120-8113-1099,12/23/1974,9.45783E+11
1642,Karan Moore,36,Female,Maharashtra,Ratnagiri,"House 109, Laxmi Colony, Pune, Maharashtra - 440001",7879-5481-5837,12/24/1990,4.94596E+11
1643,Snehaa Patil,29,Male,Maharashtra,Ratnagiri,"House 27, Station Road, Nagpur, Maharashtra - 400001",4676-8903-8895,9/16/1997,49922725591
1644,Raahul Yadav,42,Female,Maharashtra,Ratnagiri,"House 314, Laxmi Colony, Nagpur, Maharashtra - 440001",1134-4830-5027,12/21/1984,5.06087E+11
1645,Anjli Sharma,34,Male,Maharashtra,Pune,"House 25, Shivaji Nagar, Mumbai, Maharashtra - 440001",4340-5618-4013,9/22/1992,3.65111E+11
1646,Amit Sarma,73,Male,Maharashtra,Ratnagiri,"House 117, Station Road, Mumbai, Maharashtra - 411001",9028-2268-1012,3/18/1953,81672288901
1647,Anjali Sharma,29,Male,Maharashtra,Mumbai,"House 468, Station Road, Nagpur, Maharashtra - 440001",2483-7667-7232,11/10/1997,7.4385E+11
1648,Rahul Yadab,71,Female,Maharashtra,Nagpur,"House 299, Gandhi Chowk, Nagpur, Maharashtra - 411001",2570-2947-6004,2/25/1955,4.70912E+11
1649,Rohul Patill,66,Female,Maharashtra,Nagpur,"House 357, Tilak Nagar, Nashik, Maharashtra - 411001",1463-6887-5845,9/23/1960,6.32064E+11
1650,Karran Sarma,75,Female,Maharashtra,Ratnagiri,"House 243, MG Road, Pune, Maharashtra - 400001",5258-3810-2561,5/9/1951,9.32241E+11
1651,Snehaa Patil,50,Female,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",5307-1773-7306,3/6/1976,49922725591
1652,Sneha Sharma,42,Male,Maharashtra,Nagpur,"House 483, Laxmi Colony, Pune, Maharashtra - 400001",4155-4336-4467,1/3/1984,1.67305E+11
1653,Amit Kulkarnee,21,Male,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9218-7804-8513,8/19/2005,6.30563E+11
1654,Snehaa More,43,Male,Maharashtra,Nagpur,"House 114, Shivaji Nagar, Pune, Maharashtra - 400001",4746-2326-2555,2/16/1983,1.36418E+11
1655,Anjaly Moore,25,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",6788-3131-4748,5/16/2001,1.7712E+11
1656,Amit Joshi,72,Female,Maharashtra,Pune,"House 245, MG Road, Nagpur, Maharashtra - 440001",3555-6837-6743,2/12/1954,1.32332E+11
1657,kiran sharmma,69,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",8265-7597-4352,2/25/1957,9.92963E+11
1658,Snehaa Patill,80,Female,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",7892-9402-5714,7/13/1946,9.6202E+11
1659,Ameet More,43,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",6755-3833-2719,8/11/1983,5.4528E+11
1660,Sneha Moore,73,Male,Maharashtra,Mumbai,"House 481, MG Road, Pune, Maharashtra - 440001",9009-4076-8745,3/17/1953,2.33644E+11
1661,Sneha Moray,66,Male,Maharashtra,Nagpur,"House 73, Station Road, Nagpur, Maharashtra - 440001",2248-6507-3653,8/22/1960,1.76248E+11
1662,Anjli Sarma,31,Female,Maharashtra,Nagpur,"House 260, Tilak Nagar, Mumbai, Maharashtra - 422001",6030-6532-9420,3/12/1995,4.57588E+11
1663,Anjaly Sharmma,58,Female,Maharashtra,Mumbai,"House 348, Station Road, Nagpur, Maharashtra - 440001",5616-1068-5498,4/2/1968,9.25847E+11
1664,Rahul Patill,36,Female,Maharashtra,Pune,"House 249, Station Road, Nashik, Maharashtra - 411001",4015-2252-1769,10/6/1990,6.9312E+11
1665,snehaa pateel,69,Male,Maharashtra,Pune,"House 14, Gandhi Chowk, Pune, Maharashtra - 411001",4958-9376-5040,10/26/1957,1.55819E+11
1666,Karran Kulkarnee,23,Male,Maharashtra,Ratnagiri,"House 14, Station Road, Nashik, Maharashtra - 422001",3329-1217-4301,10/18/2003,82447275764
1667,Karran Moray,66,Female,Maharashtra,Nagpur,"House 178, Tilak Nagar, Nagpur, Maharashtra - 411001",7481-1749-4539,10/12/1960,6.09415E+11
1668,Anjaly Yadav,43,Female,Maharashtra,Mumbai,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",4049-6207-3708,2/20/1983,7.79036E+11
1669,Amit Patil,75,Male,Maharashtra,Nagpur,"House 211, Gandhi Chowk, Mumbai, Maharashtra - 411001",1357-3030-1169,6/10/1951,8.41147E+11
1670,Anjali Patill,64,Male,Maharashtra,Ratnagiri,"House 310, MG Road, Nagpur, Maharashtra - 422001",9965-4637-6914,12/10/1962,6.63371E+11
1671,Amit Patil,42,Male,Maharashtra,Mumbai,"House 464, Laxmi Colony, Pune, Maharashtra - 411001",9747-7388-1502,3/8/1984,8.41147E+11
1672,Karran Moray,50,Male,Maharashtra,Pune,"House 206, Gandhi Chowk, Nagpur, Maharashtra - 422001",6079-2637-4788,8/5/1976,6.09415E+11
1673,Snea Sharmma,35,Male,Maharashtra,Ratnagiri,"House 429, Laxmi Colony, Nashik, Maharashtra - 440001",2647-8410-9946,6/4/1991,3.38571E+11
1674,Snehaa Joshy,72,Male,Maharashtra,Mumbai,"House 325, Laxmi Colony, Nagpur, Maharashtra - 440001",4387-4924-2584,3/24/1954,7.3431E+11
1675,Snehaa Josi,65,Female,Maharashtra,Pune,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3350-2276-6635,12/12/1961,1.22757E+11
1676,Kiran Sharmma,78,Male,Maharashtra,Pune,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",8015-3924-1906,7/3/1948,9.92963E+11
1677,Snea Yadava,39,Male,Maharashtra,Ratnagiri,"House 192, Shivaji Nagar, Nashik, Maharashtra - 411001",5111-9148-7648,9/13/1987,3.55999E+11
1678,Snea Kulkarnee,32,Female,Maharashtra,Nagpur,"House 227, Laxmi Colony, Nagpur, Maharashtra - 400001",6175-6803-1159,8/9/1994,6.09652E+11
1679,Rahul Patil,72,Male,Maharashtra,Ratnagiri,"House 122, Shivaji Nagar, Nagpur, Maharashtra - 440001",9896-6892-9094,9/15/1954,9.52823E+11
1680,Snehaa Yadava,38,Male,Maharashtra,Nagpur,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",7653-1608-8412,4/28/1988,8.54823E+11
1681,Anjli Sharma,21,Female,Maharashtra,Pune,"House 98, MG Road, Pune, Maharashtra - 400001",4001-2527-8541,9/17/2005,3.65111E+11
1682,anjli sharma,34,Female,Maharashtra,Nagpur,"House 239, MG Road, Nashik, Maharashtra - 400001",1119-7309-2335,7/28/1992,3.65111E+11
1683,Sneha Yadava,74,Male,Maharashtra,Mumbai,"House 305, Gandhi Chowk, Nashik, Maharashtra - 422001",4546-2326-6498,4/2/1952,1.64435E+11
1684,Amit Moray,53,Male,Maharashtra,Ratnagiri,"House 250, Station Road, Nashik, Maharashtra - 400001",1062-4000-3543,4/1/1973,59942973395
1685,Rahul More,19,Female,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3062-5451-4142,12/22/2007,1.26205E+11
1686,Ameet Sarma,73,Female,Maharashtra,Nagpur,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",5325-4592-2203,6/27/1953,7.45159E+11
1687,Anjaly Kulkarni,80,Male,Maharashtra,Pune,"House 403, Gandhi Chowk, Nagpur, Maharashtra - 411001",9863-1750-3534,2/27/1946,8.07665E+11
1688,Pooja Yadav,23,Male,Maharashtra,Pune,"House 129, Laxmi Colony, Nagpur, Maharashtra - 422001",1588-4081-6575,5/6/2003,9.52338E+11
1689,Puja Patill,22,Female,Maharashtra,Nagpur,"House 186, Tilak Nagar, Nagpur, Maharashtra - 440001",7827-5543-5738,8/11/2004,81793411534
1690,Amit Pateel,58,Male,Maharashtra,Ratnagiri,"House 370, Gandhi Chowk, Pune, Maharashtra - 422001",9518-9994-8137,12/17/1968,5.73575E+11
1691,Kiran Sarma,19,Female,Maharashtra,Pune,"House 216, MG Road, Mumbai, Maharashtra - 411001",2879-6811-8194,11/7/2007,7.88814E+11
1692,Poojaa Joshy,38,Female,Maharashtra,Nagpur,"House 88, Tilak Nagar, Pune, Maharashtra - 400001",4563-9820-5884,11/8/1988,3.40936E+11
1693,Anjali Pateel,20,Male,Maharashtra,Ratnagiri,"House 379, MG Road, Pune, Maharashtra - 411001",8647-2038-7090,7/5/2006,2.63058E+11
1694,Anjali Patill,70,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",4429-9500-2258,1/28/1956,3.35272E+11
1695,unknown,150,Male,Maharashtra,Ratnagiri,"House 143, Tilak Nagar, Pune, Maharashtra - 440001",8642-5788-1567,4/12/1953,6.01421E+11
1696,Poojaa Yadava,26,Female,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",5047-9700-1405,8/14/2000,4.83597E+11
1697,Pooja Sharma,62,Male,Maharashtra,Mumbai,"House 238, Tilak Nagar, Nashik, Maharashtra - 422001",4648-7785-6115,11/16/1964,5.7868E+11
1698,AMEET SARMA,25,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",3742-2686-5106,2/4/2001,7.45159E+11
1699,Rahul Yadav,74,Female,Maharashtra,Nagpur,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",3320-7543-3637,10/26/1952,8.29688E+11
1700,Snehaa Joshi,68,Female,Maharashtra,Mumbai,"House 374, Shivaji Nagar, Nashik, Maharashtra - 400001",6026-3117-7368,2/6/1958,2.91124E+11
1701,Karan Yadav,62,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",3835-6994-4746,10/14/1964,2.26305E+11
1702,Pooja Yadab,67,Male,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",8220-7740-4050,1/7/1959,6.54905E+11
1703,Karran Yadab,62,Male,Maharashtra,Ratnagiri,"House 464, Tilak Nagar, Mumbai, Maharashtra - 422001",8169-4493-7107,8/9/1964,4.19808E+11
1704,Karan Josi,79,Male,Maharashtra,Pune,"House 336, Tilak Nagar, Mumbai, Maharashtra - 422001",8908-2534-3751,4/23/1947,9.29312E+11
1705,Anjaly Moore,20,Female,Maharashtra,Nagpur,"House 319, Station Road, Pune, Maharashtra - 400001",7782-1581-8362,3/18/2006,6.32554E+11
1706,Ameet Sharmma,40,Female,Maharashtra,Ratnagiri,"House 442, Gandhi Chowk, Nagpur, Maharashtra - 400001",4812-5732-4015,10/19/1986,1.37588E+11
1707,,150,Female,Maharashtra,Pune,"House 50, Shivaji Nagar, Nagpur, Maharashtra - 400001",1383-2765-1107,7/12/1986,9.89842E+11
1708,Snehaa Joshy,75,Female,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9821-2098-4119,3/3/1951,6.1867E+11
1709,Poojaa Moore,37,Male,Maharashtra,Pune,"House 94, MG Road, Nagpur, Maharashtra - 411001",7544-4074-5795,8/23/1989,2.25105E+11
1710,Karran Yadab,33,Female,Maharashtra,Pune,"House 431, Shivaji Nagar, Pune, Maharashtra - 440001",9982-6939-5014,10/4/1993,4.19808E+11
1711,Rahul Joshy,60,Female,Maharashtra,Ratnagiri,"House 149, Gandhi Chowk, Mumbai, Maharashtra - 411001",7392-2564-9242,12/5/1966,5.30833E+11
1712,Raahul Moore,51,Male,Maharashtra,Ratnagiri,"House 357, Laxmi Colony, Pune, Maharashtra - 422001",9822-6394-5911,1/7/1975,5.5328E+11
1713,Pooja Moore,71,Female,Maharashtra,Pune,"House 255, Laxmi Colony, Mumbai, Maharashtra - 400001",4051-4731-3407,9/1/1955,9.42976E+11
1714,Rohul Sarma,46,Female,Maharashtra,Mumbai,"House 232, MG Road, Pune, Maharashtra - 422001",9914-8061-5707,9/12/1980,1.52357E+11
1715,Pooja Sharma,46,Male,Maharashtra,Ratnagiri,"House 367, MG Road, Pune, Maharashtra - 400001",2066-7989-2690,6/5/1980,5.7868E+11
1716,Puja Joshy,48,Male,Maharashtra,Nagpur,"House 7, Laxmi Colony, Nagpur, Maharashtra - 422001",2564-3704-7772,3/7/1978,4.93716E+11
1717,Karran Kulkarnee,21,Male,Maharashtra,Mumbai,"House 196, Laxmi Colony, Nagpur, Maharashtra - 400001",1834-6469-9717,4/27/2005,82447275764
1718,Pooja Kulkarnee,75,Male,Maharashtra,Nagpur,"House 1, MG Road, Pune, Maharashtra - 422001",6742-4695-6718,9/4/1951,8.26435E+11
1719,Snea Moray,22,Male,Maharashtra,Mumbai,"House 492, Gandhi Chowk, Pune, Maharashtra - 400001",2802-3376-5399,10/16/2004,8.63797E+11
1720,Snehaa More,67,Male,Maharashtra,Nagpur,"House 223, Laxmi Colony, Pune, Maharashtra - 411001",8766-9770-9397,2/24/1959,1.36418E+11
1721,Karan Yadava,36,Female,Maharashtra,Ratnagiri,"House 51, MG Road, Mumbai, Maharashtra - 440001",2747-3542-9458,11/9/1990,4.99887E+11
1722,Amit Sarma,68,Female,Maharashtra,Pune,"House 22, Shivaji Nagar, Mumbai, Maharashtra - 411001",6181-7076-5615,8/13/1958,81672288901
1723,Anjali Sarma,72,Male,Maharashtra,Mumbai,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",2346-8607-8796,4/18/1968,7.47189E+11
1724,Snehaa Josi,75,Female,Maharashtra,Mumbai,"House 230, Station Road, Nashik, Maharashtra - 440001",8934-4559-7208,9/6/1951,8.82818E+11
1725,Karran Josi,38,Female,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",1749-8938-8166,6/17/1988,6.84116E+11
1726,Ameet Pateel,18,Female,Maharashtra,Ratnagiri,"House 100, Gandhi Chowk, Nagpur, Maharashtra - 400001",5188-6532-8191,3/16/2008,5.62583E+11
1727,Amit Yadab,76,Female,Maharashtra,Nagpur,"House 33, MG Road, Nashik, Maharashtra - 400001",8428-8511-3731,4/14/1950,1.47644E+11
1728,Karran Sharma,61,Male,Maharashtra,Nagpur,"House 113, Station Road, Nashik, Maharashtra - 411001",4030-8535-7216,1/7/1965,6.89361E+11
1729,Ameet Kulkarnee,33,Female,Maharashtra,Mumbai,"House 215, Shivaji Nagar, Pune, Maharashtra - 422001",3909-7640-5290,6/14/1993,7.80555E+11
1730,Poojaa Moray,35,Male,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",7797-4158-8492,11/28/1991,7.94965E+11
1731,Kiran Patill,74,Female,Maharashtra,Ratnagiri,"House 211, MG Road, Mumbai, Maharashtra - 440001",9739-4722-2425,12/4/1952,3245234116
1732,test123,0,Male,Maharashtra,Mumbai,"House 21, Gandhi Chowk, Pune, Maharashtra - 422001",4399-9956-6009,3/6/1993,8.04341E+11
1733,Puja Yadav,80,Female,Maharashtra,Ratnagiri,"House 477, Tilak Nagar, Pune, Maharashtra - 400001",3029-6244-4017,4/3/1946,8.38254E+11
1734,Karan More,56,Female,Maharashtra,Ratnagiri,"House 52, MG Road, Nashik, Maharashtra - 400001",1222-1462-9586,3/15/1970,7.52863E+11
1735,Sneha Moray,68,Female,Maharashtra,Mumbai,"House 52, MG Road, Nashik, Maharashtra - 400001",5062-5613-1521,12/6/1958,1.76248E+11
1736,Ameet Pateel,55,Male,Maharashtra,Nagpur,"House 130, Station Road, Nagpur, Maharashtra - 400001",5082-9908-9688,11/11/1971,4.31981E+11
1737,Poojaa Kulkarni,52,Male,Maharashtra,Mumbai,"House 320, Gandhi Chowk, Pune, Maharashtra - 440001",3835-3018-9129,6/24/1974,1.30458E+11
1738,Raahul Moore,36,Female,Maharashtra,Ratnagiri,"House 281, MG Road, Nagpur, Maharashtra - 422001",1774-1715-9407,3/23/1990,5.5328E+11
1739,Karran Yadav,18,Male,Maharashtra,Ratnagiri,"House 1, Shivaji Nagar, Nagpur, Maharashtra - 422001",4227-5411-8617,9/9/2008,54240681668
1740,Anjli Sharmma,28,Female,Maharashtra,Nagpur,"House 52, MG Road, Nashik, Maharashtra - 400001",5543-7651-1508,9/10/1998,4.5013E+11
1741,Raahul Joshi,70,Female,Maharashtra,Ratnagiri,"House 185, Station Road, Nagpur, Maharashtra - 411001",9425-5233-6304,11/20/1956,7.0523E+11
1742,abc,0,Male,Maharashtra,Pune,"House 149, MG Road, Mumbai, Maharashtra - 440001",5237-4006-3018,3/22/2001,3.65178E+11
1743,Sneha Sharma,18,Male,Maharashtra,Ratnagiri,"House 470, Station Road, Pune, Maharashtra - 411001",6562-4748-1145,12/18/2008,1.67305E+11
1744,Sneha Kulkarni,73,Female,Maharashtra,Ratnagiri,"House 71, Tilak Nagar, Nagpur, Maharashtra - 440001",6340-6029-7603,11/20/1953,5.95156E+11
1745,Puja Patil,58,Female,Maharashtra,Pune,"House 207, Shivaji Nagar, Nagpur, Maharashtra - 411001",2150-9537-8371,9/28/1968,77075733954
1746,Raahul Moray,23,Female,Maharashtra,Mumbai,"House 277, Tilak Nagar, Pune, Maharashtra - 422001",9552-2653-6226,1/12/2003,5.48387E+11
1747,Kiran Kulkarnee,78,Female,Maharashtra,Pune,"House 439, Laxmi Colony, Mumbai, Maharashtra - 400001",8597-4518-2355,2/17/1948,2.04581E+11
1748,Karran Sarma,79,Male,Maharashtra,Nagpur,"House 413, Shivaji Nagar, Nagpur, Maharashtra - 440001",6837-7281-3802,4/2/1947,3.62312E+11
1749,xyz,-5,Male,Maharashtra,Ratnagiri,"House 404, Laxmi Colony, Mumbai, Maharashtra - 422001",5693-6624-4573,10/16/1994,78038259006
1750,xyz,-5,Female,Maharashtra,Mumbai,"House 91, Laxmi Colony, Mumbai, Maharashtra - 440001",9692-9895-9366,3/2/1975,78038259006
1751,Anjli Moore,53,Male,Maharashtra,Nagpur,"House 486, MG Road, Nagpur, Maharashtra - 400001",4541-4879-7284,12/2/1973,7.19644E+11
1752,Anjli Patil,26,Male,Maharashtra,Pune,"House 297, Laxmi Colony, Nashik, Maharashtra - 411001",4871-4021-1922,6/9/2000,5.3474E+11
1753,Amit Moray,39,Male,Maharashtra,Ratnagiri,"House 468, Station Road, Nagpur, Maharashtra - 440001",1258-7140-4272,7/9/1987,59942973395
1754,Raahul Moore,75,Male,Maharashtra,Ratnagiri,"House 149, MG Road, Nashik, Maharashtra - 411001",2867-4082-6235,4/28/1951,5.5328E+11
1755,Amit Moore,62,Female,Maharashtra,Ratnagiri,"House 96, Station Road, Mumbai, Maharashtra - 440001",1834-8179-9780,12/16/1964,47620573097
1756,test123,150,Male,Maharashtra,Ratnagiri,"House 21, Gandhi Chowk, Mumbai, Maharashtra - 400001",1667-5783-7362,3/17/1966,8.04341E+11
1757,Kiran Moray,32,Male,Maharashtra,Ratnagiri,"House 488, Tilak Nagar, Nashik, Maharashtra - 411001",6078-4562-2474,1/24/1994,9.02574E+11
1758,Snea Moore,24,Female,Maharashtra,Ratnagiri,"House 283, Station Road, Nagpur, Maharashtra - 400001",9212-2892-9814,5/28/2002,1.2782E+11
1759,Anjaly Patill,31,Male,Maharashtra,Pune,"House 77, MG Road, Pune, Maharashtra - 422001",4966-3338-3722,7/21/1995,7.20858E+11
1760,Puja Pateel,77,Male,Maharashtra,Ratnagiri,"House 4, Tilak Nagar, Nashik, Maharashtra - 422001",9125-7113-7412,9/4/1949,1.10882E+11
1761,Amit Josi,38,Male,Maharashtra,Pune,"House 348, Laxmi Colony, Nashik, Maharashtra - 422001",5780-7603-9671,2/5/1988,9.13522E+11
1762,Anjaly Sharma,31,Female,Maharashtra,Pune,"House 149, MG Road, Nashik, Maharashtra - 411001",9059-5924-9512,11/3/1995,8.12867E+11
1763,Kiran Patil,53,Female,Maharashtra,Ratnagiri,"House 429, Laxmi Colony, Mumbai, Maharashtra - 422001",3966-7865-1587,1/7/1973,5.19785E+11
1764,Sneha Moore,47,Female,Maharashtra,Ratnagiri,"House 318, Tilak Nagar, Pune, Maharashtra - 400001",5844-8396-5956,5/23/1979,2.33644E+11
1765,Sneha Moore,50,Male,Maharashtra,Pune,"House 488, Gandhi Chowk, Nashik, Maharashtra - 400001",6751-7528-6168,1/28/1976,7.14528E+11
1766,Snehaa Patill,65,Male,Maharashtra,Mumbai,"House 83, MG Road, Nagpur, Maharashtra - 400001",3022-3456-5803,6/25/1961,8.66183E+11
1767,Poojaa Sharma,39,Male,Maharashtra,Ratnagiri,"House 267, Station Road, Pune, Maharashtra - 411001",5351-1731-9256,7/20/1978,5.92961E+11
1768,Sneha Joshy,73,Female,Maharashtra,Nagpur,"House 289, Shivaji Nagar, Pune, Maharashtra - 411001",9249-9828-4340,2/24/1953,27878737988
1769,Pooja Yadava,32,Male,Maharashtra,Ratnagiri,"House 35, MG Road, Nashik, Maharashtra - 411001",9736-1022-9914,3/21/1994,1.81273E+11
1770,Rahul Pateel,39,Male,Maharashtra,Ratnagiri,"House 53, Laxmi Colony, Pune, Maharashtra - 411001",1002-2242-6692,12/4/1987,3.16844E+11
1771,xyz,0,Male,Maharashtra,Ratnagiri,"House 42, Gandhi Chowk, Mumbai, Maharashtra - 400001",2058-7946-3410,1/18/1952,9.44094E+11
1772,Anjaly Kulkarnee,26,Female,Maharashtra,Ratnagiri,"House 289, MG Road, Mumbai, Maharashtra - 400001",4750-9310-4750,8/23/2000,6.41093E+11
